Ticker_id,Date,Open,High,Low,Close,Volume
INDEXNASDAQ:OMXSPI,2020-03-20 16.00.00,"524,6","529,11","505,08","505,08",0
INDEXNASDAQ:OMXSPI,2020-03-23 16.00.00,"481,92","497,72","476,81","478,95",0
INDEXNASDAQ:OMXSPI,2020-03-24 16.00.00,"501,93","513,75","493,25","513,75",0
INDEXNASDAQ:OMXSPI,2020-03-25 16.00.00,"530,89","536,63","508,12","535,84",0
INDEXNASDAQ:OMXSPI,2020-03-26 16.00.00,"522,13","546,41","521,68","546,41",0
INDEXNASDAQ:OMXSPI,2020-03-27 16.00.00,"540,5","541,51","524,33","529,96",0
INDEXNASDAQ:OMXSPI,2020-03-30 16.00.00,"533,17","540,78","520,98","540,78",0
INDEXNASDAQ:OMXSPI,2020-03-31 16.00.00,"551,27","557,47","542,64","555,6",0
INDEXNASDAQ:OMXSPI,2020-04-01 16.00.00,"541,49","543,25","535,53","536,67",0
INDEXNASDAQ:OMXSPI,2020-04-02 16.00.00,"539,92","540,52","527,94","536,48",0
INDEXNASDAQ:OMXSPI,2020-04-03 16.00.00,"534,8","538,91","530,33","531,75",0
INDEXNASDAQ:OMXSPI,2020-04-06 16.00.00,"548,01","554,08","544,85","553,39",0
INDEXNASDAQ:OMXSPI,2020-04-07 16.00.00,"566,56","576,31","565,62","573,13",0
INDEXNASDAQ:OMXSPI,2020-04-08 16.00.00,"567,42","573,05","564,63","572,78",0
INDEXNASDAQ:OMXSPI,2020-04-09 16.00.00,"580,53","583,89","573,42","574,44",0
INDEXNASDAQ:OMXSPI,2020-04-14 16.00.00,"585,03","587,87","581,67","586,92",0
INDEXNASDAQ:OMXSPI,2020-04-15 16.00.00,"585,33","586,06","564,99","565,54",0
INDEXNASDAQ:OMXSPI,2020-04-16 16.00.00,"570,43","571,79","559,03","563,6",0
INDEXNASDAQ:OMXSPI,2020-04-17 16.00.00,"578,87","583,29","577,78","582,15",0
INDEXNASDAQ:OMXSPI,2020-04-20 16.00.00,"586,81","586,81","576,72","585,25",0
INDEXNASDAQ:OMXSPI,2020-04-21 16.00.00,"577,98","578,9","570,07","570,08",0
INDEXNASDAQ:OMXSPI,2020-04-22 16.00.00,"575,23","580,73","572,62","580,73",0
INDEXNASDAQ:OMXSPI,2020-04-23 16.00.00,"584,29","589,74","577,12","587,87",0
INDEXNASDAQ:OMXSPI,2020-04-24 16.00.00,"579,86","585,27","578,35","580,44",0
INDEXNASDAQ:OMXSPI,2020-04-27 16.00.00,"588,93","590,77","586,14","587,95",0
INDEXNASDAQ:OMXSPI,2020-04-28 16.00.00,"588,88","597,95","587,55","596,33",0
INDEXNASDAQ:OMXSPI,2020-04-29 16.00.00,"595,4","608,6","593,91","608,46",0
INDEXNASDAQ:OMXSPI,2020-04-30 16.00.00,"609,32","611,38","601,85","601,86",0
INDEXNASDAQ:OMXSPI,2020-05-04 16.00.00,"583,03","583,34","574,8","574,8",0
INDEXNASDAQ:OMXSPI,2020-05-05 16.00.00,"582,02","587,74","579,85","587,48",0
INDEXNASDAQ:OMXSPI,2020-05-06 16.00.00,"585,86","587,9","582,15","583,26",0
INDEXNASDAQ:OMXSPI,2020-05-07 16.00.00,"585,47","592,78","584,99","592,28",0
INDEXNASDAQ:OMXSPI,2020-05-08 16.00.00,"596,28","602,98","596,28","602,89",0
INDEXNASDAQ:OMXSPI,2020-05-11 16.00.00,"605,72","605,94","595,54","600,47",0
INDEXNASDAQ:OMXSPI,2020-05-12 16.00.00,"596,75","605,17","596,75","604,27",0
INDEXNASDAQ:OMXSPI,2020-05-13 16.00.00,"596,76","597,79","588,44","588,44",0
INDEXNASDAQ:OMXSPI,2020-05-14 16.00.00,"583,28","584,55","565,77","570,87",0
INDEXNASDAQ:OMXSPI,2020-05-15 16.00.00,"577,69","583,21","572,77","577,91",0
INDEXNASDAQ:OMXSPI,2020-05-18 16.00.00,"588,35","603,37","587,85","603,37",0
INDEXNASDAQ:OMXSPI,2020-05-19 16.00.00,"606,43","608,49","598,87","605,52",0
INDEXNASDAQ:OMXSPI,2020-05-20 16.00.00,"600,29","608,18","600,29","605,89",0
INDEXNASDAQ:OMXSPI,2020-05-22 16.00.00,"599,79","606,27","598,11","605,41",0
INDEXNASDAQ:OMXSPI,2020-05-26 16.00.00,"623,83","625,38","621,41","623,89",0
INDEXNASDAQ:OMXSPI,2020-05-27 16.00.00,"625,3",631,"623,5","626,55",0
INDEXNASDAQ:OMXSPI,2020-05-28 16.00.00,"631,96","637,42","629,7","637,39",0
INDEXNASDAQ:OMXSPI,2020-05-29 16.00.00,"632,01","635,09","630,44","632,92",0
INDEXNASDAQ:OMXSPI,2020-06-01 16.00.00,"639,21","640,67","633,8","639,87",0
INDEXNASDAQ:OMXSPI,2020-06-02 16.00.00,"642,54","649,1","641,57","647,36",0
INDEXNASDAQ:OMXSPI,2020-06-03 16.00.00,"652,73","662,84","652,24","662,84",0
INDEXNASDAQ:OMXSPI,2020-06-04 16.00.00,"660,76","663,27","657,58","660,97",0
